INCIDENT_COUNT|INCIDENT_TYPE|SCHOOL_ID|SCHOOL_YEAR|School|Rpt Type Long|Governance|Grades Served|Enrollment|Incident_rate
0|Burglary|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
0|Robbery|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
0|Bullying|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
0|Bomb Scare|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
0|Trespassing|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
7|Assaults|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|1.7369727047146402
1|Morals Offenses|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.24813895781637718
2|Weapons|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.49627791563275436
4|Threat|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.9925558312655087
0|Theft|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
1|Harassment|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.24813895781637718
1|Suicide - Attempts And Threats|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.24813895781637718
0|Fire - Incendiary|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
0|Graffiti|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
3|Vandalism|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.7444168734491315
0|Drug And Alcohol Offenses|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
15|Disorderly Conduct|123|2015-2016|William C. Bryant School|K8 School|District|'K-8'|403.0|3.7220843672456576
0|Fire - Incendiary|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Harassment|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Morals Offenses|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Bomb Scare|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Suicide - Attempts And Threats|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Threat|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
1|Weapons|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.1763668430335097
5|Disorderly Conduct|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.8818342151675485
0|Robbery|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Bullying|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
4|Vandalism|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.7054673721340388
0|Burglary|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Graffiti|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Assaults|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Trespassing|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Drug And Alcohol Offenses|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Theft|125|2015-2016|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Bomb Scare|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.0
0|Theft|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.0
4|Disorderly Conduct|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.7751937984496124
1|Weapons|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.1937984496124031
0|Drug And Alcohol Offenses|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.0
1|Threat|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.1937984496124031
1|Fire - Incendiary|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.1937984496124031
0|Trespassing|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.0
1|Vandalism|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.1937984496124031
0|Bullying|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.0
0|Robbery|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.0
0|Burglary|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.0
0|Graffiti|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.0
1|Harassment|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.1937984496124031
4|Assaults|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.7751937984496124
0|Morals Offenses|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.0
0|Suicide - Attempts And Threats|126|2015-2016|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|0.0
0|Morals Offenses|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Drug And Alcohol Offenses|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Assaults|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Robbery|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Harassment|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Graffiti|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Weapons|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Trespassing|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Suicide - Attempts And Threats|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Vandalism|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Bullying|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
1|Disorderly Conduct|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.1757469244288225
0|Theft|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Threat|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Bomb Scare|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Burglary|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Fire - Incendiary|128|2015-2016|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
7|Assaults|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|1.192504258943782
0|Morals Offenses|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.0
12|Disorderly Conduct|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|2.0442930153321974
0|Fire - Incendiary|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.0
0|Bullying|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.0
1|Trespassing|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.17035775127768313
0|Burglary|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.0
0|Suicide - Attempts And Threats|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.0
1|Vandalism|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.17035775127768313
0|Harassment|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.0
0|Robbery|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.0
0|Bomb Scare|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.0
3|Weapons|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.5110732538330494
1|Theft|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.17035775127768313
1|Threat|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.17035775127768313
0|Graffiti|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.0
1|Drug And Alcohol Offenses|129|2015-2016|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.17035775127768313
0|Bomb Scare|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
3|Vandalism|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.6085192697768763
0|Robbery|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
0|Burglary|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
1|Theft|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.2028397565922921
0|Trespassing|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
0|Bullying|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
0|Harassment|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
0|Fire - Incendiary|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
1|Graffiti|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.2028397565922921
9|Disorderly Conduct|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|1.8255578093306288
0|Threat|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
3|Assaults|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.6085192697768763
0|Morals Offenses|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
0|Drug And Alcohol Offenses|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
2|Weapons|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.4056795131845842
0|Suicide - Attempts And Threats|130|2015-2016|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
7|Assaults|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|1.3307984790874525
0|Drug And Alcohol Offenses|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.0
0|Harassment|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.0
6|Theft|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|1.1406844106463878
1|Fire - Incendiary|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.19011406844106463
1|Morals Offenses|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.19011406844106463
0|Bullying|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.0
0|Weapons|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.0
0|Robbery|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.0
1|Suicide - Attempts And Threats|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.19011406844106463
0|Graffiti|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.0
35|Disorderly Conduct|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|6.653992395437262
2|Threat|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.38022813688212925
0|Trespassing|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.0
5|Vandalism|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.9505703422053232
0|Burglary|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.0
0|Bomb Scare|134|2015-2016|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.0
0|Robbery|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.0
1|Threat|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.20080321285140562
2|Vandalism|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.40160642570281124
0|Theft|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.0
0|Bomb Scare|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.0
0|Bullying|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.0
0|Graffiti|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.0
1|Harassment|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.20080321285140562
12|Disorderly Conduct|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|2.4096385542168677
1|Morals Offenses|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.20080321285140562
2|Weapons|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.40160642570281124
1|Assaults|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.20080321285140562
0|Trespassing|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.0
0|Suicide - Attempts And Threats|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.0
0|Burglary|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.0
0|Fire - Incendiary|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.0
1|Drug And Alcohol Offenses|135|2015-2016|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.20080321285140562
0|Trespassing|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
4|Assaults|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|1.0
0|Fire - Incendiary|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
1|Weapons|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.25
3|Vandalism|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.75
0|Bomb Scare|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
6|Threat|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|1.5
1|Harassment|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.25
6|Disorderly Conduct|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|1.5
0|Morals Offenses|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
0|Burglary|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
0|Robbery|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
0|Graffiti|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
0|Theft|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
1|Bullying|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.25
0|Suicide - Attempts And Threats|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
0|Drug And Alcohol Offenses|136|2015-2016|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
0|Bomb Scare|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.0
5|Threat|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.8912655971479501
1|Theft|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.17825311942959002
17|Assaults|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|3.0303030303030303
17|Disorderly Conduct|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|3.0303030303030303
9|Weapons|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|1.6042780748663101
1|Fire - Incendiary|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.17825311942959002
1|Suicide - Attempts And Threats|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.17825311942959002
2|Robbery|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.35650623885918004
2|Vandalism|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.35650623885918004
0|Graffiti|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.0
0|Bullying|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.0
0|Burglary|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.0
3|Morals Offenses|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.5347593582887701
1|Trespassing|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.17825311942959002
1|Drug And Alcohol Offenses|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.17825311942959002
0|Harassment|137|2015-2016|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.0
0|Theft|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Burglary|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Graffiti|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Fire - Incendiary|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
1|Morals Offenses|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.1579778830963665
0|Vandalism|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Weapons|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Harassment|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Drug And Alcohol Offenses|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Threat|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Trespassing|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Bullying|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
7|Disorderly Conduct|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|1.1058451816745656
2|Assaults|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.315955766192733
0|Robbery|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Suicide - Attempts And Threats|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Bomb Scare|138|2015-2016|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Bomb Scare|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Assaults|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Bullying|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Theft|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Fire - Incendiary|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Morals Offenses|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Harassment|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Robbery|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Drug And Alcohol Offenses|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Trespassing|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Graffiti|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Weapons|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Threat|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
2|Disorderly Conduct|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.704225352112676
0|Suicide - Attempts And Threats|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Burglary|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Vandalism|139|2015-2016|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Vandalism|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Disorderly Conduct|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Trespassing|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Harassment|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Burglary|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Assaults|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Threat|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Robbery|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Morals Offenses|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
1|Theft|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.15552099533437014
0|Graffiti|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Bullying|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Suicide - Attempts And Threats|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Fire - Incendiary|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Bomb Scare|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
2|Weapons|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.3110419906687403
0|Drug And Alcohol Offenses|140|2015-2016|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Graffiti|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
0|Bomb Scare|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
0|Bullying|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
0|Theft|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
3|Morals Offenses|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.5328596802841918
12|Disorderly Conduct|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|2.1314387211367674
1|Harassment|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.17761989342806395
1|Weapons|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.17761989342806395
0|Trespassing|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
0|Vandalism|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
0|Burglary|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
8|Assaults|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|1.4209591474245116
2|Threat|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.3552397868561279
0|Suicide - Attempts And Threats|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
0|Fire - Incendiary|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
0|Drug And Alcohol Offenses|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
1|Robbery|141|2015-2016|James Rhoads School|K8 School|District|'K-8'|563.0|0.17761989342806395
0|Graffiti|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
0|Trespassing|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
0|Robbery|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
1|Drug And Alcohol Offenses|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.24691358024691357
2|Vandalism|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.49382716049382713
0|Bullying|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
0|Harassment|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
0|Bomb Scare|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
0|Suicide - Attempts And Threats|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
0|Theft|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
6|Disorderly Conduct|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|1.4814814814814814
1|Morals Offenses|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.24691358024691357
2|Threat|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.49382716049382713
1|Weapons|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.24691358024691357
0|Fire - Incendiary|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
0|Burglary|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
3|Assaults|142|2015-2016|Martha Washington School|K8 School|District|'K-8'|405.0|0.7407407407407407
0|Morals Offenses|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.0
0|Burglary|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.0
0|Weapons|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.0
2|Trespassing|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.3389830508474576
0|Harassment|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.0
6|Threat|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|1.0169491525423728
10|Assaults|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|1.694915254237288
0|Vandalism|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.0
15|Disorderly Conduct|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|2.542372881355932
0|Bomb Scare|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.0
0|Robbery|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.0
2|Drug And Alcohol Offenses|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.3389830508474576
1|Fire - Incendiary|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.1694915254237288
0|Bullying|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.0
2|Theft|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.3389830508474576
0|Suicide - Attempts And Threats|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.0
0|Graffiti|144|2015-2016|Penrose School|K8 School|District|'K-8'|590.0|0.0
1|Harassment|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.2127659574468085
1|Drug And Alcohol Offenses|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.2127659574468085
1|Vandalism|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.2127659574468085
9|Assaults|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|1.9148936170212767
0|Robbery|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.0
0|Graffiti|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.0
1|Suicide - Attempts And Threats|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.2127659574468085
