INCIDENT_COUNT|INCIDENT_TYPE|SCHOOL_ID|SCHOOL_YEAR|School|Rpt Type Long|Governance|Grades Served|Enrollment|Incident_rate
4|Threat|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.851063829787234
1|Morals Offenses|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.2127659574468085
4|Weapons|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.851063829787234
3|Disorderly Conduct|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.6382978723404256
0|Bomb Scare|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.0
0|Trespassing|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.0
0|Bullying|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.0
0|Fire - Incendiary|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.0
0|Burglary|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.0
0|Theft|146|2015-2016|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.0
0|Graffiti|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.0
0|Bomb Scare|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.0
4|Assaults|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.8948545861297539
1|Weapons|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.22371364653243847
0|Trespassing|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.0
1|Threat|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.22371364653243847
1|Drug And Alcohol Offenses|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.22371364653243847
2|Fire - Incendiary|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.44742729306487694
31|Disorderly Conduct|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|6.935123042505593
0|Morals Offenses|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.0
0|Bullying|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.0
3|Vandalism|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.6711409395973155
1|Harassment|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.22371364653243847
0|Burglary|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.0
2|Suicide - Attempts And Threats|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.44742729306487694
0|Robbery|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.0
0|Theft|147|2015-2016|Alain Locke School|K8 School|District|'K-8'|447.0|0.0
0|Drug And Alcohol Offenses|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.0
2|Vandalism|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.4098360655737705
2|Trespassing|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.4098360655737705
0|Harassment|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.0
2|Burglary|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.4098360655737705
1|Fire - Incendiary|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.20491803278688525
2|Threat|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.4098360655737705
2|Weapons|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.4098360655737705
0|Theft|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.0
0|Bullying|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.0
14|Disorderly Conduct|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|2.8688524590163933
6|Assaults|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|1.2295081967213115
0|Suicide - Attempts And Threats|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.0
0|Morals Offenses|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.0
0|Graffiti|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.0
0|Bomb Scare|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.0
1|Robbery|149|2015-2016|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.20491803278688525
1|Threat|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.39215686274509803
1|Suicide - Attempts And Threats|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.39215686274509803
0|Bullying|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
1|Burglary|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.39215686274509803
0|Morals Offenses|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Robbery|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Graffiti|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Harassment|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Drug And Alcohol Offenses|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
1|Weapons|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.39215686274509803
5|Assaults|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|1.9607843137254901
0|Theft|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Vandalism|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Trespassing|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Fire - Incendiary|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Bomb Scare|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
3|Disorderly Conduct|158|2015-2016|Middle Years Alternative School|Middle School|District|'5-8'|255.0|1.1764705882352942
0|Burglary|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.0
1|Harassment|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.16366612111292964
8|Assaults|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|1.309328968903437
2|Suicide - Attempts And Threats|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.32733224222585927
7|Disorderly Conduct|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|1.1456628477905073
1|Vandalism|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.16366612111292964
7|Weapons|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|1.1456628477905073
0|Graffiti|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.0
0|Fire - Incendiary|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.0
4|Threat|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.6546644844517185
9|Drug And Alcohol Offenses|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|1.4729950900163666
0|Theft|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.0
0|Bullying|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.0
1|Trespassing|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.16366612111292964
1|Morals Offenses|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.16366612111292964
0|Bomb Scare|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.0
0|Robbery|200|2015-2016|South Philadelphia High School|High School|District|'9-12'|611.0|0.0
1|Bomb Scare|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.18281535648994515
0|Burglary|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.0
6|Threat|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|1.0968921389396709
0|Bullying|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.0
2|Trespassing|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.3656307129798903
2|Robbery|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.3656307129798903
4|Theft|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.7312614259597806
30|Disorderly Conduct|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|5.484460694698354
10|Drug And Alcohol Offenses|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|1.8281535648994516
14|Assaults|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|2.5594149908592323
3|Vandalism|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.5484460694698354
0|Graffiti|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.0
1|Morals Offenses|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.18281535648994515
15|Weapons|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|2.742230347349177
1|Suicide - Attempts And Threats|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.18281535648994515
2|Harassment|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.3656307129798903
5|Fire - Incendiary|201|2015-2016|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.9140767824497258
0|Graffiti|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
3|Threat|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.4329004329004329
0|Burglary|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
0|Harassment|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
0|Drug And Alcohol Offenses|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
0|Fire - Incendiary|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
1|Robbery|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.1443001443001443
9|Disorderly Conduct|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|1.2987012987012987
0|Bomb Scare|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
0|Morals Offenses|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
1|Weapons|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.1443001443001443
0|Theft|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
0|Suicide - Attempts And Threats|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
0|Vandalism|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
0|Trespassing|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
0|Assaults|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
0|Bullying|202|2015-2016|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.0
0|Bullying|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Bullying|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
0|Trespassing|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Trespassing|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
0|Drug And Alcohol Offenses|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Drug And Alcohol Offenses|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
1|Suicide - Attempts And Threats|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.22624434389140272
1|Suicide - Attempts And Threats|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.13351134846461948
0|Bomb Scare|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Bomb Scare|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
3|Disorderly Conduct|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.6787330316742082
3|Disorderly Conduct|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.40053404539385845
0|Vandalism|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Vandalism|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
0|Graffiti|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Graffiti|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
0|Burglary|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Burglary|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
1|Threat|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.22624434389140272
1|Threat|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.13351134846461948
0|Harassment|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Harassment|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
0|Weapons|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Weapons|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
1|Morals Offenses|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.22624434389140272
1|Morals Offenses|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.13351134846461948
0|Assaults|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Assaults|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
5|Theft|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|1.1312217194570136
5|Theft|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.6675567423230975
0|Fire - Incendiary|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Fire - Incendiary|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
0|Robbery|214|2015-2016|Julia R. Masterman School|High School|District|'9-12'|442.0|0.0
0|Robbery|214|2015-2016|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.0
7|Threat|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|1.0115606936416186
0|Bullying|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.0
0|Theft|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.0
3|Vandalism|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.43352601156069365
1|Weapons|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.14450867052023122
0|Bomb Scare|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.0
1|Morals Offenses|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.14450867052023122
4|Assaults|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.5780346820809249
0|Burglary|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.0
0|Fire - Incendiary|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.0
0|Robbery|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.0
3|Drug And Alcohol Offenses|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.43352601156069365
0|Suicide - Attempts And Threats|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.0
1|Graffiti|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.14450867052023122
16|Disorderly Conduct|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|2.3121387283236996
0|Trespassing|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.0
2|Harassment|216|2015-2016|Furness High School|High School|District|'9-12'|692.0|0.28901734104046245
0|Burglary|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
0|Bomb Scare|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
1|Threat|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.1736111111111111
0|Vandalism|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
2|Theft|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.3472222222222222
0|Drug And Alcohol Offenses|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
0|Harassment|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
0|Trespassing|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
0|Bullying|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
0|Morals Offenses|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
1|Assaults|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.1736111111111111
2|Weapons|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.3472222222222222
0|Robbery|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
4|Disorderly Conduct|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.6944444444444444
0|Suicide - Attempts And Threats|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
0|Fire - Incendiary|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
0|Graffiti|219|2015-2016|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
0|Trespassing|221|2015-2016|Bache-Martin School|K8 School|District|'K-8'|479.0|0.0
0|Morals Offenses|221|2015-2016|Bache-Martin School|K8 School|District|'K-8'|479.0|0.0
0|Theft|221|2015-2016|Bache-Martin School|K8 School|District|'K-8'|479.0|0.0
0|Bomb Scare|221|2015-2016|Bache-Martin School|K8 School|District|'K-8'|479.0|0.0
0|Threat|221|2015-2016|Bache-Martin School|K8 School|District|'K-8'|479.0|0.0
0|Vandalism|221|2015-2016|Bache-Martin School|K8 School|District|'K-8'|479.0|0.0
